Handle,Block,Name,Type,Grid,Length,Width,Height,BottomLvl,ConcVol,ShutArea,Link,BaseArea,Perimeter,Coords
1A7070,4,C1,Shear Wall,V-2514,3.8,0.4,3,0.75,3,26.4,F1,1,8.8,"(34945346.111,-12562642.775);(34944355.625,-12565046.717);(34944540.544,-12565122.908);(34944311.970,-12565677.664);(34943942.133,-12565525.282);(34945389.766,-12562011.828);(34945389.766,-12562011.828);(34945389.766,-12562011.828);(34945759.603,-12562164.210);(34945531.030,-12562718.966);(34945346.111,-12562642.775);"
1A706F,4,C1,Shear Wall,U-2515,3.8,0.4,3,0.75,3,26.4,F1,1,8.8,"(34942831.801,-12568745.089);(34941841.315,-12571149.032);(34942026.234,-12571225.223);(34941797.660,-12571779.979);(34941427.823,-12571627.596);(34942875.456,-12568114.142);(34942875.456,-12568114.142);(34942875.456,-12568114.142);(34943245.293,-12568266.525);(34943016.719,-12568821.281);(34942831.801,-12568745.089);"
1A7072,4,C2,Shear Wall,W-2514,4.76,0.4,3,0.8,3.576,32.16,F2,1.192,10.72,"(34948892.429,-12563065.654);(34947536.226,-12566357.206);(34947721.144,-12566433.397);(34947492.571,-12566988.153);(34947122.733,-12566835.770);(34948936.084,-12562434.707);(34948936.084,-12562434.707);(34948936.084,-12562434.707);(34949305.921,-12562587.090);(34949077.348,-12563141.845);(34948892.429,-12563065.654);"
1A709A,4,C12A,Shear Wall,W-2514,5.26,0.4,3,0.8,3.815,35.161,F3,1.2717,11.7202,"(34952076.278,-12563187.437);(34950072.232,-12568050.907);(34950072.232,-12568050.907);(34950072.232,-12568050.907);(34950442.070,-12568203.289);(34950670.643,-12567648.533);(34950485.725,-12567572.342);(34951841.928,-12564280.790);(34952026.847,-12564356.982);(34952255.420,-12563802.226);(34952033.656,-12563710.853);(34952224.212,-12563248.393);(34952076.278,-12563187.437);(34952076.280,-12563187.438);(34952076.280,-12563187.438);"
1A70A0,4,C11,Shear Wall,C-2517,3.8,0.4,3,0.9,3,26.4,CF5,1,8.8,"(34978640.684,-12576360.992);(34977650.198,-12578764.934);(34977835.117,-12578841.125);(34977606.543,-12579395.881);(34977236.706,-12579243.499);(34978684.339,-12575730.045);(34978684.339,-12575730.045);(34978684.339,-12575730.045);(34979054.176,-12575882.427);(34978825.603,-12576437.183);(34978640.684,-12576360.992);"
1A709F,4,C11,Shear Wall,B-2518,3.8,0.4,3,0.9,3,26.4,CF5,1,8.8,"(34976126.374,-12582463.306);(34975135.888,-12584867.249);(34975320.807,-12584943.440);(34975092.233,-12585498.196);(34974722.396,-12585345.813);(34976170.029,-12581832.359);(34976170.029,-12581832.359);(34976170.029,-12581832.359);(34976539.866,-12581984.742);(34976311.293,-12582539.498);(34976126.374,-12582463.306);"
1A709E,4,C12A,Shear Wall,A-2514,5.26,0.4,3,0.95,3.815,35.161,F5,1.2717,11.7202,"(34970444.141,-12566303.337);(34965423.473,-12564734.125);(34965423.473,-12564734.125);(34965423.473,-12564734.125);(34965304.157,-12565115.915);(34965876.842,-12565294.889);(34965936.500,-12565103.994);(34969334.432,-12566165.907);(34969274.774,-12566356.802);(34969847.459,-12566535.776);(34969919.005,-12566306.844);(34970396.412,-12566456.052);(34970444.141,-12566303.337);(34970444.141,-12566303.339);(34970444.141,-12566303.339);"
1A709D,4,C12A,Shear Wall,Y-2514,5.26,0.4,3,0.95,3.815,35.161,F5,1.2717,11.7202,"(34957730.180,-12562330.004);(34962750.942,-12563898.913);(34962750.942,-12563898.913);(34962750.942,-12563898.913);(34962631.626,-12564280.703);(34962058.941,-12564101.729);(34962118.599,-12563910.834);(34958720.667,-12562848.921);(34958661.009,-12563039.816);(34958088.324,-12562860.842);(34958159.869,-12562631.910);(34957682.456,-12562482.721);(34957730.180,-12562330.004);(34957730.179,-12562330.006);(34957730.179,-12562330.006);"
1A709C,4,C12A,Shear Wall,Y-2518,5.26,0.4,3,0.95,3.815,35.161,F5,1.2717,11.7202,"(34962233.569,-12586231.909);(34957564.730,-12583808.796);(34957564.730,-12583808.796);(34957564.730,-12583808.796);(34957749.002,-12583453.769);(34958281.542,-12583730.176);(34958189.406,-12583907.690);(34961349.145,-12585547.705);(34961441.281,-12585370.192);(34961973.821,-12585646.599);(34961863.326,-12585859.483);(34962307.275,-12586089.897);(34962233.569,-12586231.909);(34962233.570,-12586231.907);(34962233.570,-12586231.907);"
1A709B,4,C12A,Shear Wall,X-2517,5.26,0.4,3,0.95,3.815,35.161,F5,1.2717,11.7202,"(34950410.849,-12580095.502);(34955079.542,-12582518.896);(34955079.542,-12582518.896);(34955079.542,-12582518.896);(34955263.814,-12582163.869);(34954731.274,-12581887.462);(34954639.138,-12582064.976);(34951479.399,-12580424.960);(34951571.535,-12580247.447);(34951038.995,-12579971.039);(34950928.500,-12580183.923);(34950484.561,-12579953.492);(34950410.849,-12580095.502);(34950410.850,-12580095.500);(34950410.850,-12580095.500);"
1A7099,4,C12A,Shear Wall,W-2516,5.26,0.4,3,0.8,3.815,35.161,F3,1.2717,11.7202,"(34947001.756,-12575503.471);(34949005.508,-12570639.881);(34949005.508,-12570639.881);(34949005.508,-12570639.881);(34949375.346,-12570792.264);(34949146.772,-12571347.019);(34948961.853,-12571270.828);(34947605.650,-12574562.380);(34947790.568,-12574638.571);(34947561.995,-12575193.327);(34947340.230,-12575101.954);(34947149.692,-12575564.422);(34947001.756,-12575503.471);(34947001.758,-12575503.472);(34947001.758,-12575503.472);"
1A7098,4,C12A,Shear Wall,A-2516,5.26,0.4,3,0.8,3.815,35.161,F3,1.2717,11.7202,"(34973064.249,-12571835.019);(34971060.496,-12576698.610);(34971060.496,-12576698.610);(34971060.496,-12576698.610);(34970690.659,-12576546.227);(34970919.233,-12575991.471);(34971104.151,-12576067.662);(34972460.355,-12572776.111);(34972275.436,-12572699.920);(34972504.010,-12572145.164);(34972725.775,-12572236.537);(34972916.313,-12571774.069);(34973064.249,-12571835.019);(34973064.247,-12571835.018);(34973064.247,-12571835.018);"
1A7097,4,C12A,Shear Wall,A-2517,5.26,0.4,3,0.8,3.815,35.161,F3,1.2717,11.7202,"(34967989.727,-12584151.054);(34969993.772,-12579287.584);(34969993.772,-12579287.584);(34969993.772,-12579287.584);(34969623.935,-12579135.202);(34969395.361,-12579689.958);(34969580.280,-12579766.149);(34968224.076,-12583057.700);(34968039.158,-12582981.509);(34967810.584,-12583536.265);(34968032.349,-12583627.638);(34967841.793,-12584090.098);(34967989.727,-12584151.054);(34967989.725,-12584151.053);(34967989.725,-12584151.053);"
1A7096,4,C5,Shear Wall,X-2515,1.36,0.96,3,0.9,1.037,13.92,CF2,0.3456,4.64,"(34956723.223,-12571018.544);(34956575.288,-12570957.591);(34956880.053,-12570217.917);(34955770.539,-12569760.775);(34955831.494,-12569612.836);(34955831.494,-12569612.834);(34957088.941,-12570130.935);"
1A7095,4,C5,Shear Wall,X-2515,3.82,0.46,3,0.9,1.978,25.68,CF2,0.6592,8.56,"(34955526.728,-12570352.511);(34956890.551,-12567042.467);(34956742.618,-12566981.510);(34956742.618,-12566981.510);(34956742.618,-12566981.510);(34955287.364,-12570513.460);(34955435.299,-12570574.413);(34955465.777,-12570500.441);(34955743.156,-12570614.728);(34955804.109,-12570466.793);(34955526.731,-12570352.506);"
1A7094,4,C10,Shear Wall,Z-2515,3.589,3.51,3,0.9,7.06,83.812,CF4,2.3534,27.9373,"(34963699.727,-12570229.929);(34962634.824,-12572814.485);(34962634.824,-12572814.485);(34963291.285,-12573084.964);(34963367.476,-12572900.045);(34962858.950,-12572690.519);(34963776.549,-12570463.476);(34965692.903,-12571062.370);(34964708.136,-12573452.431);(34964199.610,-12573242.905);(34964123.419,-12573427.824);(34964918.569,-12573755.446);(34964918.569,-12573755.446);(34964918.569,-12573755.446);(34964994.760,-12573570.528);(34964856.071,-12573513.384);(34965861.508,-12571073.154);(34966848.431,-12571381.585);(34965808.402,-12573905.769);(34965641.975,-12573837.197);(34965565.784,-12574022.116);(34965732.211,-12574090.688);(34965547.656,-12574538.608);(34965695.591,-12574599.561);(34967062.928,-12571280.987);(34967062.928,-12571280.987);(34967062.928,-12571280.987);"
1A7093,4,C7,Shear Wall,Y-2515,3.573,3.133,3,0.9,3.967,50.545,CF2,1.3223,16.8485,"(34957664.030,-12568343.669);(34957616.303,-12568496.385);(34959997.465,-12569240.539);(34958896.017,-12571913.791);(34958896.017,-12571913.791);(34958896.017,-12571913.791);(34959876.085,-12572317.605);(34959937.038,-12572169.670);(34959104.905,-12571826.809);(34959562.052,-12570717.298);(34960394.197,-12571060.163);(34960455.150,-12570912.228);(34959623.005,-12570569.363);(34960150.774,-12569288.451);(34961013.133,-12569557.953);(34961013.133,-12569557.953);(34961074.322,-12569409.445);(34957664.030,-12568343.669);(34957664.030,-12568343.669);(34957664.030,-12568343.669);"
1A708E,4,C6A,Shear Wall,X-2516,4.77,3.74,3,0.9,4.008,51.06,CF1,1.336,17.02,"(34952986.390,-12576098.001);(34952986.390,-12576098.001);(34953134.325,-12576158.954);(34953509.096,-12575249.373);(34953509.096,-12575249.373);(34953570.165,-12575101.156);(34953570.165,-12575101.156);(34954498.148,-12572848.911);(34958760.522,-12574605.118);(34958821.475,-12574457.183);(34954559.101,-12572700.976);(34954411.166,-12572640.023);(34954369.261,-12572741.728);(34952986.390,-12576098.001);"
1A708D,4,C6A,Shear Wall,Y-2516,1.721,0.16,3,0.9,0.826,11.285,CF1,0.2753,3.7617,"(34958313.848,-12576109.206);(34958165.913,-12576048.253);(34958821.475,-12574457.183);(34958969.410,-12574518.136);(34958969.410,-12574518.136);(34958313.848,-12576109.206);"
1A708C,4,C6A,Shear Wall,X-2516,4.803,0.323,3,0.9,2.374,30.634,CF1,0.7913,10.2113,"(34957894.797,-12577126.258);(34957771.173,-12577426.297);(34957771.173,-12577426.297);(34957771.173,-12577426.298);(34953521.059,-12575220.337);(34953521.059,-12575220.337);(34953521.059,-12575220.337);(34953582.249,-12575071.826);(34957689.801,-12577203.794);(34957746.862,-12577065.305);(34957894.797,-12577126.258);"
1A708B,4,C9,Shear Wall,Y-2517,3.583,3.51,3,0.9,6.443,70.43,CF3,2.1477,23.4767,"(34963339.981,-12580316.704);(34963339.981,-12580316.704);(34963339.981,-12580316.704);(34963339.981,-12580316.704);(34964704.785,-12577004.281);(34964556.850,-12576943.328);(34964294.199,-12577580.791);(34961196.812,-12576304.588);(34960895.648,-12577035.523);(34961080.566,-12577111.714);(34961320.777,-12576528.714);(34964196.262,-12577713.488);(34963238.266,-12580038.575);(34960467.228,-12578600.309);(34960737.705,-12577943.848);(34960552.787,-12577867.657);(34960212.541,-12578693.453);(34960212.541,-12578693.453);(34960212.541,-12578693.453);(34960212.541,-12578693.453);(34960212.541,-12578693.453);(34963339.981,-12580316.704);(34963339.981,-12580316.704);(34963339.981,-12580316.704);(34963339.981,-12580316.704);(34963339.981,-12580316.704);(34963339.981,-12580316.704);(34963339.981,-12580316.704);(34963339.981,-12580316.704);(34963339.981,-12580316.704);(34963339.981,-12580316.704);"
1A7084,4,C3,Shear Wall,A-2516,3.63,0.6,3,0.75,3.138,27.78,F1,1.046,9.26,"(34969062.996,-12572490.448);(34967984.890,-12575107.047);(34968354.727,-12575259.429);(34968202.345,-12575629.266);(34967647.589,-12575400.693);(34969030.459,-12572044.419);(34969030.459,-12572044.419);(34969030.459,-12572044.419);(34969585.215,-12572272.993);(34969432.833,-12572642.830);(34969062.996,-12572490.448);"
1A7083,4,C3,Shear Wall,Z-2517,3.63,0.6,3,0.75,3.138,27.78,F1,1.046,9.26,"(34966689.639,-12578250.663);(34965611.534,-12580867.262);(34965981.371,-12581019.645);(34965828.988,-12581389.482);(34965274.232,-12581160.908);(34966657.103,-12577804.635);(34966657.103,-12577804.635);(34966657.103,-12577804.635);(34967211.859,-12578033.208);(34967059.477,-12578403.046);(34966689.639,-12578250.663);"
1A7082,4,C2,Shear Wall,B-2516,4.76,0.4,3,0.8,3.576,32.16,F2,1.192,10.72,"(34975409.760,-12573991.475);(34974053.557,-12577283.026);(34973868.638,-12577206.835);(34973640.064,-12577761.591);(34974009.902,-12577913.973);(34975823.252,-12573512.910);(34975823.252,-12573512.910);(34975823.252,-12573512.910);(34975453.415,-12573360.527);(34975224.842,-12573915.283);(34975409.760,-12573991.475);"
1A7081,4,C2,Shear Wall,A-2518,4.76,0.4,3,0.8,3.576,32.16,F2,1.192,10.72,"(34972529.732,-12580981.399);(34971173.529,-12584272.950);(34970988.610,-12584196.759);(34970760.036,-12584751.515);(34971129.874,-12584903.897);(34972943.225,-12580502.834);(34972943.225,-12580502.834);(34972943.225,-12580502.834);(34972573.387,-12580350.452);(34972344.814,-12580905.207);(34972529.732,-12580981.399);"
1A707E,4,C11,Shear Wall,C-2516,3.8,0.4,3,0.9,3,26.4,CF5,1,8.8,"(34978224.643,-12576189.573);(34977234.157,-12578593.515);(34977049.238,-12578517.324);(34976820.665,-12579072.079);(34977190.502,-12579224.462);(34978638.135,-12575711.008);(34978638.135,-12575711.008);(34978638.135,-12575711.008);(34978268.298,-12575558.625);(34978039.724,-12576113.381);(34978224.643,-12576189.573);"
1A707D,4,C11,Shear Wall,B-2518,3.8,0.4,3,0.9,3,26.4,CF5,1,8.8,"(34975710.333,-12582291.887);(34974719.847,-12584695.829);(34974534.928,-12584619.638);(34974306.355,-12585174.394);(34974676.192,-12585326.777);(34976123.825,-12581813.323);(34976123.825,-12581813.323);(34976123.825,-12581813.323);(34975753.988,-12581660.940);(34975525.414,-12582215.696);(34975710.333,-12582291.887);"
1A7074,4,C3,Shear Wall,X-2515,3.63,0.6,3,0.75,3.138,27.78,F1,1.046,9.26,"(34954454.425,-12566471.342);(34953376.319,-12569087.941);(34953006.482,-12568935.558);(34952854.099,-12569305.396);(34953408.855,-12569533.969);(34954791.726,-12566177.696);(34954791.726,-12566177.696);(34954791.726,-12566177.696);(34954236.970,-12565949.122);(34954084.587,-12566318.959);(34954454.425,-12566471.342);"
1A7073,4,C3,Shear Wall,W-2516,3.63,0.6,3,0.75,3.138,27.78,F1,1.046,9.26,"(34952081.068,-12572231.557);(34951002.962,-12574848.156);(34950633.125,-12574695.774);(34950480.742,-12575065.611);(34951035.498,-12575294.185);(34952418.369,-12571937.911);(34952418.369,-12571937.911);(34952418.369,-12571937.911);(34951863.613,-12571709.338);(34951711.231,-12572079.175);(34952081.068,-12572231.557);"
1A7071,4,C2,Shear Wall,V-2515,4.76,0.4,3,0.8,3.576,32.16,F2,1.192,10.72,"(34946012.401,-12570055.578);(34944656.198,-12573347.130);(34944841.116,-12573423.321);(34944612.543,-12573978.077);(34944242.705,-12573825.695);(34946056.056,-12569424.631);(34946056.056,-12569424.631);(34946056.056,-12569424.631);(34946425.894,-12569577.014);(34946197.320,-12570131.770);(34946012.401,-12570055.578);"
1A706C,4,C11,Shear Wall,A-2512,3.5,0.4,3,0.75,2.82,24.6,F1,0.94,8.2,"(34968854.312,-12555769.169);(34971049.605,-12556455.236);(34970989.947,-12556646.131);(34971562.632,-12556825.105);(34971681.948,-12556443.315);(34968341.285,-12555399.300);(34968341.285,-12555399.300);(34968341.285,-12555399.300);(34968221.969,-12555781.090);(34968794.654,-12555960.064);(34968854.312,-12555769.169);"
1A706B,4,C11,Shear Wall,Z-2512,3.5,0.4,3,0.75,2.82,24.6,F1,0.94,8.2,"(34962841.118,-12553889.942);(34965036.411,-12554576.009);(34964976.753,-12554766.904);(34965549.438,-12554945.878);(34965668.754,-12554564.088);(34962328.090,-12553520.073);(34962328.090,-12553520.073);(34962328.090,-12553520.073);(34962208.774,-12553901.863);(34962781.460,-12554080.837);(34962841.118,-12553889.942);"
1A7062,4,C12,Shear Wall,Y-2512,4.76,0.4,3,0.95,3.576,32.16,F4,1.192,10.72,"(34960605.921,-12556816.436);(34964003.853,-12557878.347);(34963944.195,-12558069.242);(34964516.881,-12558248.216);(34964636.196,-12557866.426);(34960092.894,-12556446.567);(34960092.894,-12556446.567);(34960092.894,-12556446.567);(34959973.578,-12556828.357);(34960546.263,-12557007.331);(34960605.921,-12556816.436);"
1A7061,4,C12,Shear Wall,A-2513,4.76,0.4,3,0.95,3.576,32.16,F4,1.192,10.72,"(34967821.755,-12559071.506);(34971219.687,-12560133.418);(34971160.029,-12560324.313);(34971732.714,-12560503.286);(34971852.030,-12560121.496);(34967308.728,-12558701.637);(34967308.728,-12558701.637);(34967308.728,-12558701.637);(34967189.412,-12559083.427);(34967762.097,-12559262.401);(34967821.755,-12559071.506);"
1A7060,4,C8,Shear Wall,Z-2515,0.6,0.4,3,0.65,0.72,6,F6,0.24,2,"(34967751.752,-12569118.211);(34967369.962,-12568998.895);(34967190.988,-12569571.580);(34967572.779,-12569690.896);"
1A705F,4,C8,Shear Wall,Y-2514,0.6,0.4,3,0.7,0.72,6,F7,0.24,2,"(34958722.415,-12566296.390);(34958340.625,-12566177.074);(34958161.651,-12566749.759);(34958543.441,-12566869.075);"
1A705E,4,C8,Shear Wall,Y-2514,0.6,0.4,3,0.65,0.72,6,F6,0.24,2,"(34961137.238,-12567051.063);(34961017.922,-12567432.853);(34961590.607,-12567611.827);(34961709.923,-12567230.037);"
1A705D,4,C8,Shear Wall,Z-2515,0.6,0.4,3,0.65,0.72,6,F6,0.24,2,"(34964382.454,-12568065.248);(34964263.138,-12568447.038);(34964835.824,-12568626.012);(34964955.139,-12568244.222);"
1A7053,4,C12,Shear Wall,W-2518,4.76,0.4,3,0.95,3.576,32.16,F4,1.192,10.72,"(34948567.915,-12586034.375);(34951727.654,-12587674.390);(34951819.790,-12587496.877);(34952352.330,-12587773.284);(34952168.059,-12588128.311);(34947943.239,-12585935.481);(34947943.239,-12585935.481);(34947943.239,-12585935.481);(34948127.511,-12585580.454);(34948660.051,-12585856.861);(34948567.915,-12586034.375);"
1A7052,4,C12,Shear Wall,X-2519,4.76,0.4,3,0.95,3.576,32.16,F4,1.192,10.72,"(34955277.922,-12589517.104);(34958437.661,-12591157.120);(34958529.797,-12590979.607);(34959062.337,-12591256.014);(34958878.066,-12591611.041);(34954653.246,-12589418.211);(34954653.246,-12589418.211);(34954653.246,-12589418.211);(34954837.518,-12589063.184);(34955370.058,-12589339.591);(34955277.922,-12589517.104);"
1A7051,4,C11,Shear Wall,X-2520,3.5,0.4,3,0.75,2.82,24.6,F1,0.94,8.2,"(34953683.970,-12592588.096);(34955725.374,-12593647.656);(34955817.510,-12593470.143);(34956350.050,-12593746.550);(34956165.779,-12594101.577);(34953059.294,-12592489.202);(34953059.294,-12592489.202);(34953059.294,-12592489.202);(34953243.565,-12592134.175);(34953776.106,-12592410.582);(34953683.970,-12592588.096);"
1A7050,4,C11,Shear Wall,W-2519,3.5,0.4,3,0.75,2.82,24.6,F1,0.94,8.2,"(34948092.297,-12589685.821);(34950133.702,-12590745.381);(34950225.837,-12590567.868);(34950758.378,-12590844.275);(34950574.106,-12591199.302);(34947467.622,-12589586.927);(34947467.622,-12589586.927);(34947467.622,-12589586.927);(34947651.893,-12589231.900);(34948184.433,-12589508.307);(34948092.297,-12589685.821);"
1A704F,4,C8,Shear Wall,Y-2517,0.6,0.4,3,0.65,0.72,6,F6,0.24,2,"(34962305.622,-12582337.388);(34961950.595,-12582153.116);(34962227.002,-12581620.576);(34962582.029,-12581804.847);"
1A704E,4,C8,Shear Wall,X-2517,0.6,0.4,3,0.7,0.72,6,F7,0.24,2,"(34953909.237,-12577979.369);(34953554.211,-12577795.097);(34953830.618,-12577262.557);(34954185.644,-12577446.828);"
1A704D,4,C8,Shear Wall,X-2517,0.6,0.4,3,0.65,0.72,6,F6,0.24,2,"(34956154.782,-12579144.885);(34956339.053,-12578789.858);(34956871.594,-12579066.266);(34956687.322,-12579421.292);"
1A704C,4,C8,Shear Wall,Y-2517,0.6,0.4,3,0.65,0.72,6,F6,0.24,2,"(34959172.510,-12580711.192);(34959356.781,-12580356.166);(34959889.322,-12580632.573);(34959705.050,-12580987.599);"
